Artist,Attendance,Gross,Bands in Town
Pharaoh,,,48
Pharoah Sanders,,,39
Pharoahe Monch,,,569
Pharrell Williams,,,"8,025"
Phat Cat Swinger Band,,,"497,361"
Phi11a,,,"497,361"
Phil Good,,,29
Phil Hanley,,,"497,361"
Phil Lesh & The Terrapin Family Band,,,"497,361"
Phil Palisoul,,,"497,361"
Phil Perry,,,60
Philip Anselmo And The Illegals,,,"497,361"
Philippa Soo,,,"497,361"
Phlegmatic Dogs,,,20
Phoebe Hunt,,,24
Phoebe Robinson,,,1
Phonograph,,,3
Photay,,,76
Phoxjaw,,,4
Pi'erre Bourne,,,94
Pia Mia,,,"2,177"
Pia Toscano,,,590
Picturesque,,,294
Piebald,,,"497,361"
PIERCE,,,"497,361"
Pierce The Veil,,,"497,361"
Pieta Brown,,,36
Pig,,,"497,361"
Pigface,,,190
PigPen Theatre Co.,,,29
Pikzil,,,"497,361"
Pimp Tobi,,,2
Piñata Protest,,,"497,361"
Pine,,,12
pineappleCITI,,,"497,361"
Pink Floyd,,,"497,361"
Pink Fly,,,0
Pink Fong Presents Baby Shark,,,"497,361"
Pink Martini,,,626
Pink Shift,,,"497,361"
Pins,,,"497,361"
Pional,,,21
Pip Blom,,,6
Pip The Pansy,,,"497,361"
Pissed Jeans,,,128
Pistol Annies,,,"4,114"
PIX3L KID,,,"497,361"
Pixie Geldof,,,2
PJ,,,100
PJ Sin Suela,,,130
Placebo,,,"2,298"
Planet B,,,7
Plaque Marks,,,0
Plasma Canvas,,,4
Plastic Cup Boyz,,,1
Plastikman,,,187
Playing For Change,,,"497,361"
Playmode,,,"497,361"
Please The Trees,,,"497,361"
Pleasure Coma,,,0
Pleasurekraft,,,151
Pluko,,,"497,361"
Plvtinum,,,66
PNL,,,29
PNTHN,,,16
Pocket Protection,,,"497,361"
Point North,,,182
POINT.BLANK,,,"497,361"
Poison The Well,,,"497,361"
Polar,,,50
Polkadot Cadaver,,,213
Polo G,,,539
Pom Pom Squad,,,20
Pomo,,,136
Pomplamoose,,,518
Pony Bradshaw,,,12
Pop Etc,,,"497,361"
Popovich Comedy Pet Theater,,,"497,361"
Poppy Jean Crawford,,,8
Porcupine Tree,,,"1,109"
Pork Tornado,,,1
Porno For Pyros,,,"497,361"
Porridge Radio,,,9
Portastatic,,,36
Porter Ray,,,3
Portico,,,"497,361"
Portishead,,,"2,715"
Portrayal of Guilt,,,"497,361"
Positive Vibrations,,,0
Post Monroe,,,"497,361"
Postage,,,3
Potions,,,3
Pounder,,,8
Poutyface,,,"497,361"
Power,,,16
Power Rangers Live,,,"497,361"
Powerplant,,,8
Powfu,,,"497,361"
Prayer,,,5
Prefuse 73,,,211
Preme,,,147
Prep,,,"497,361"
Pressa,,,33
Pretty Good Friends,,,"497,361"
Pride Of Lions,,,"497,361"
Primal Fear,,,218
Prince: In Concert on the Big Screen,,,"497,361"
Priscilla Ahn,,,534
Priya Ragu,,,1
ProbCause,,,130
Product G&B,,,0
Project 2ONE5,,,"497,361"
Prok & Fitch,,,119
Proko,,,"497,361"
Promises LTD,,,"497,361"
Prospa,,,"497,361"
Prurient,,,34
Psychic TV,,,89
Psychic Twin,,,32
Psychotica,,,9
Publek Report,,,"497,361"
Public Enemy,,,"2,351"
Public Interest,,,"497,361"
Public Memory,,,29
PUJOL,,,"497,361"
Pulley,,,295
PULSATORZ,,,"497,361"
Punch Up The Jam,,,"497,361"
Punctual,,,14
Pure Yanni,,,"497,361"
Purity Ring,,,"4,010"
Purling Hiss,,,9
Purple Pilgrims,,,2
Purr,,,7
Puscifer,,,"2,441"
PVT,,,19
Pyeng Threadgill,,,1
Pyrrhon,,,57
Q,,,54
Quannum MC's,,,"497,361"
Quasi,,,39
Quavo,,,"1,289"
Queen,,,"30,685"
Queen Key,,,65
Queen Of Jeans,,,"497,361"
Queer Eye For The Straight Guy,,,"497,361"
Quiana Lynell,,,4
Quiet Kids,,,6
Quiet Riot,,,"2,502"
Quietdrive,,,"497,361"
Quilt,,,91
Quincy,,,637
Quindar,,,1
Quinn Christopherson,,,0
Quinn Lewis,,,42
Quinta Brunson,,,1
Quintino,,,631
Quivers,,,0
Quixotic,,,64
Qveen Herby,,,855
R.E.M.,,,"7,328"
R&B Remix Tour,,,"497,361"
R+R=NOW,,,17
RAC,,,"1,142"
Rachael Davis,,,0
Rachel Bloom,,,23
Rachel Crow,,,511
Rachel Feinstein,,,91
Rachel Platten,,,"2,822"
Rachel Scanlon,,,"497,361"
Rachel Sermanni,,,26
Rachel Tucker,,,1
Rachel Wammack,,,42
Rachel Zegler,,,"497,361"
Rad Horror,,,19
Rad Wimps,,,"497,361"
Radar State,,,16
Radiant Children,,,23
Radio Romance,,,76
Radioactivity,,,35
Rae Sanni,,,"497,361"
Raffaella,,,12
Rafinha Bastos,,,2
Rafiq Bhatia,,,"497,361"
Rage Against the Machine,,,"12,086"
Raghav,,,43
Ragnarok,,,114
Rai Thistlethwayte,,,15
Raiche,,,19
Rain Phoenix,,,5
Raina Rose,,,9
Rainer Maria,,,125
Rainforest Spiritual Enslavement,,,2
Raining Jane,,,82
Rainy Milo,,,27
Raissa,,,3
Rakeem Miles,,,10
Raleigh Keegan,,,50
RALPH,,,"497,361"
Ralph Tresvant,,,276
Ramirez,,,2
Ramy Youssef,,,"497,361"
RAN-D,,,"497,361"
Rancid,,,"5,238"
Randomer,,,3
Randy Feltface,,,6
Randy Liedtke,,,1
Randy Owen,,,365
Randy Rogers,,,"497,361"
Rangda,,,1
Rap Game,,,1
Rare Earth,,,256
Rat Scabies & Brian James,,,"497,361"
Ratatat,,,"2,759"
Rationale,,,188
Raul Esparza,,,22
Rauw Alejandro,,,47
RavenEye,,,"497,361"
Raver Tots,,,"497,361"
Ravi Coltrane,,,38
Ray Davies,,,152
Ray Fulcher,,,99
Ray Parker Jr.,,,190
Ray Parker Jr. & Raydio,,,17
Ray Romano,,,10
Ray William Johnson,,,17
"Ray, Goodman & Brown",,,29
Raydio,,,19
Rayne Greenberg,,,"497,361"
Rayne Johnson,,,14
Razor,,,89
RB,,TH,7
RB Boo,,,"497,361"
Reagan Youth,,,466
Reality Something,,,1
Rebel And A Basketcase,,,"497,361"
Rebolledo,,,16
Rebuke,,,10
Recess,,,13
Recondite,,,85
Red Axes,,,15
Red Dons,,,9
Red Hearse,,,41
Red House Painters,,,216
Red Scare Podcast,,,"497,361"
Redd Kross,,,110
RedFoo,,,"497,361"
Reece,,,19
Refinery29,,,19
REFS,,,"497,361"
Regard,,,81
Reggie Yates,,,"497,361"
Regis Philbin,,,3
REI AMI,,,30
Reiley,,,"497,361"
Relient K,,,"7,920"
Remi Cruz,,,"497,361"
Remi Wolf,,,15
Ren Harvieu,,,2
Rence,,,26
Rene Elise Goldsberry,,,"497,361"
Renee Blair,,,11
renforshort,,,43
Resavoir,,,0
Resinated,,,"1,391"
Resistance Revival Chorus,,,8
Retta,,,2
Rev Run,,,"1,333"
Rev Run & DJ Ruckus,,,"497,361"
Rev. Billy C. Wirtz,,,19
Revamp,,,"497,361"
Revamp (Netherlands),,,"497,361"
Reverend Beat-Man,,,6
Reverie Lane,,,20
Rex Brown,,,454
Reyna Roberts,,,2
Rhapsody Of Fire,,,"497,361"
Rhett Akins,,,"1,509"
Rhett Walker Band,,,"497,361"
Rhumba Club,,,14
Rhys Darby,,,2
Riah,,,29
Ric Wilson,,,12
Riceboy Sleeps,,,2
Rich Fulcher,,,0
Rich Roll,,,1
Richard Lewis,,,5
Richard Rawson,,,4
Richard Rose,,,"497,361"
Richie Ramone,,,121
Richie Sambora,,,488
Rick Gutierrez,,,2
Rick Monroe,,,58
Rickey Medlocke,,,86
Rickie & Melvin,,,"497,361"
Ricky Reed,,,88
Ricky Retro,,,0
Ricky Velez,,,3
RICO ACT,,,"497,361"
Riff Rockit,,,14
Right Angle,,,"497,361"
"Right Away, Great Captain!",,,475
Rihanna,,,"497,361"
Riit,,,1
Riley Clemmons,,,132
Rilo Kiley,,,"1,581"
Rina Sawayama,,,229
Ringo Starr,,,"2,608"
Rinzen,,,10
Riot,,,290
Ripe,,,157
Ripmattblack,,,"497,361"
RITA INDIANA,,,"497,361"
Rita Wilson,,,24
Ritt Momney,,,76
Rival Coast,,,1
Rival Consoles,,,45
Rivals,,,111
River Oaks,,,43
River Tiber,,,129
Riverboat Gamblers,,,162
Riverdance 20 Years: The Anniversary Tour,,,"497,361"
Riverdance Flying Squad,,,"497,361"
Riverdance: 25 Years,,,"497,361"
Riverside,,,242
Riz Ahmed,,,"497,361"
Riz La Vie,,,"497,361"
RJ,,,48
RJ Bloke,,,0
Roadside Bombs,,,1
Roam,,,342
Roan Ash,,,29
Roast Battle,,,0
Rob Base,,,103
Rob Becker,,,"497,361"
Rob Garza,,,"497,361"
ROB GEE,,,"497,361"
Rob Heubel,,,"497,361"
Rob Riggle,,,6
Robbie Schaefer,,,9
Robert Counts,,,8
Robert Francis,,,112
Robert Fripp,,,90
Robert Glasper Experiment,,,"497,361"
Robert Holden,,,"497,361"
Robert Irvine Live,,,"497,361"
Robert Jon & The Wreck,,,"497,361"
Robert Kelly,,,36
Robert Koch,,,"497,361"
Robert Rodriguez's Chingon Band,,,"497,361"
Roberta Flack,,,668
Robin & Linda Williams,,,5
Robin Guthrie,,,41
Robin Pecknold,,,"497,361"
Robin Schulz,,,"1,758"
Robin Thede,,,0
Robin Wilson,,,8
Robin Wilson & Jesse Valenzuela,,,"497,361"
Robinson,,,46
Robyn Ottolini,,,7
Roc Marciano,,,73
Rock 'N Roll Wrestling Bash,,,"497,361"
Rock Around The World,,,"497,361"
Rock Legends Cruise,,,"497,361"
Rock Never Stops,,,"497,361"
Rocket From The Crypt,,,"497,361"
Rocket From The Tombs,,,"497,361"
Rockie Fresh,,,424
Rocktopia,,,27
Rocky Kramer,,,2
Rocky Live,,,"497,361"
Rod Piazza & The Mighty Flyers,,,8
Rod Picott,,,19
Rod Wave,,,484
Roddy Hart,,,2
Rodhad,,,0
RODRIGO AMARANTE,,,"497,361"
Rodriguez Jr.,,,56
Roger Sanchez,,,349
Rokia Traore,,,"497,361"
Rolo Tomassi,,,90
Roly Porter,,,6
Roman Flügel,,,32
Roman Lewis,,,1
Romancer,,,7
Romans,,,"497,361"
Rome Hero Foxes,,,84
Rome In Silver,,,"497,361"
Roméo Testa,,,14
Romes,,,"497,361"
Romy,,,81
Ron G,,,1
Ron Hawkins,,,6
Ron Pearson,,,"497,361"
Ron Sexsmith,,,"497,361"
Ronald Isley,,,332
Ronnie Dunn,,,"1,773"
Ronnie Laws,,,35
Ronnie Vannucci,,,0
ROO PANES,,,"497,361"
Roots Of A Rebellion,,,120
Rootz Underground,,,294
Rory Albanese,,,0
Rosanna Pansino,,,29
Roscoe Dash,,,"2,011"
Rose McDowall,,,11
Rose Of The West,,,"497,361"
Rosebud Baker,,,0
Rosenau & Sanborn,,,1
Roses + Revolutions,,,"497,361"
Rosetta,,,128
Rosie O'Donnell,,,22
Rosie Thomas,,,128
Ross Cooper,,,6
Ross Copperman,,,129
Ross Ellis,,,16
Roxy Music,,,797
Roy Ayers vs Ramsey Lewis,,,"497,361"
Roy Haynes,,,17
Roy Orbison Hologram,,,"497,361"
Roy Purdy,,,325
Royal & The Serpent,,,"497,361"
Royal Bangs,,,77
Royal Machines,,,18
Royal Teeth,,,301
Royal Thunder,,,183
Royal Tusk,,,45
"Royal Winnipeg Ballet presents ""the Wizard of Oz""",,,"497,361"
Royal Wood,,,26
"Royce Da 5'9""",,,"497,361"
Röyksopp,,,"1,311"
ROYLS,,,"497,361"
Rozes,,,"497,361"
Rozet,,,"497,361"
rRoxymore,,,"497,361"
Ruben Dawnson,,,"497,361"
Rubi Rose,,,"497,361"
Ruby,,,56
Ruby Francis,,,1
Ruby The Hatchet,,,"497,361"
Ruby Waters,,,10
Rudeboy,,,"497,361"
Rudresh Mahanthappa,,,13
Rudy,,,"497,361"
Rudy Mancuso,,,94
Rum Honey,,,"497,361"
Rumer,,,71
Rumer Willis,,,13
Run DMC,,,"497,361"
Runnner,,,12
Rush,,,"9,135"
Russian Baths,,,0
Rusted Root,,,"1,902"
Rusty Young,,,7
Ruthanne,,,"497,361"
RUTHLESS,,,"497,361"
RVG,,,3
RVNT,,,72
Rwake,,,104
Ryan Adams,,,"3,176"
Ryan Clark,,,11
Ryan Culwell,,,8
Ryan Destiny,,,"497,361"
Ryan Elliott,,,11
Ryan Garcia,,,2
Ryan Griffin,,,88
RYAN JOSEPH ANDERSON,,,"497,361"
Ryan Martin,,,4
Ryan Niemiller,,,"497,361"
RYAN POLLIE,,,"497,361"
Ryan Pulford,,,5
Ryan Trey,,,71
Rybo,,,"497,361"
Ryland James,,,22
Ryn Weaver,,,886
RYUICHI SAKAMOTO,,,"497,361"
S Club 7,,,"497,361"
S-X,,,"497,361"
S'efforcer,,,16
Saara,,,28
Sabrina Bryan,,,11
Sabrina Jalees,,,"497,361"
Sacha,,,2
Sacha Baron Cohen,,,81
Sacha Pfeiffer,,,"497,361"
Sacha Robotti,,,68
Sachi,,,"497,361"
Sad Night Dynamite,,,0
Sad13,,,35
Sadie & The Hotheads,,,0
Sadler Vaden,,,25
Sage Armstrong,,,88
Saint Asonia,,,643
Saint Leonard’s Horses,,,"497,361"
Saint Mesa,,,27
Saint Raymond,,,276
Saint Slumber,,,8
Saint Vie,,,"497,361"
Sal Mineo,,,5
SALADIN,,,2
Sallie Ford,,,76
Saltland,,,1
Sam Bailey,,,55
Sam Cash,,,"497,361"
Sam Dew,,,55
Sam Feder,,,"497,361"
Sam Frankl,,,1
Sam Hilliard Nelson,,,"497,361"
Sam Holt Band,,,1
Sam Houston & Blk Odyssy,,,"497,361"
Sam Hunt,,,"14,740"
Sam James,,,25
Sam Jay,,,8
Sam Jayne,,,"497,361"
Sam Johnson,,,33
Sam Lee,,,0
Sam Martin,,,164
Sam Morril,,,19
Sam Ravenna,,,5
Sam Reider and The Human Hands,,,"497,361"
Sam Rockwell,,,3
Sam Tompkins,,,44
Sam Tripoli,,,2
Sam Tsui,,,"1,516"
Sam Williams,,,8
Sam Wise,,,4
SAMA',,,0
Samantha Bee,,,5
Samantha Crain,,,81
Samantha Massell,,,"497,361"
Samantha Ruddy,,,"497,361"
Samia,,,"497,361"
Sammus,,,40
Sammy Brue,,,19
Sammy Kay,,,29
Sampha,,,"497,361"
SAMPLIFIRE,,,"497,361"
Samsara,,,57
Samuel Comroe,,,"497,361"
Samuel Miller,,,7
San Salvador,,,1
Sanctuary,,,152
Sander Van Doorn,,,"1,809"
Sandunes,,,4
Sanguisugabogg,,,8
Sanni M'mairura,,,0
Santa Cruz,,,111
Santi,,,28
Santino Fontana,,,79
Sara Gazarek,,,36
Sara Schaefer,,,2
Sara Watkins,,,284
Sarah Barrios,,,2
Sarah Bridge,,,"497,361"
Sarah Close,,,89
Sarah Colonna,,,6
Sarah Grace,,,5
Sarah Gregory,,,1
Sarah Jarosz,,,566
Sarah Sherman,,,"497,361"
Sarah Tiana,,,2
Sarah Walk,,,6
Saro,,,20
Sash!,,,56
Sasha Grey,,,7
Sasha Keable,,,65
Sasha Marie,,,8
Sasha Velour,,,9
Sasquatch,,,74
Satan,,,68
Satin Jackets,,,144
Satoshi Tomiie,,,74
Saul Hernandez,,,"497,361"
SAUL WILLIAMS,,,"497,361"
Sault,,,26
Saunder Jurriaans,,,2
Sauti Sol,,,"497,361"
Savage Gasp,,,"497,361"
Savages,,,310
Savannah Conley,,,8
Savant,,,586
Save Ferris,,,540
Saving Vice,,,43
Savoir Adore,,,197
Savoy,,,488
Say Sue Me,,,22
Saya Gray,,,"497,361"
Sayer,,,34
Sbtrkt,,,"497,361"
Scale The Summit,,,"497,361"
Scandal,,,282
Scar Symmetry,,,473
Scarlet Sails,,,16
Scars On 45,,,310
Scary Pockets,,,96
Schaffer The Darklord,,,"497,361"
Scharpling & Wurster,,,5
Schiermann,,,6
Scissor Sisters,,,"1,321"
Scooby Doo! And The Lost City of Gold,,,"497,361"
Scooter Brown Band,,,48
Scorpion Child,,,130
"Scot ""Little"" Bihlman",,,"497,361"
Scott And Rivers,,,"497,361"
Scott Blasey,,,12
Scott Ian,,,541
Scott Rogowsky,,,2
Scott Salinas,,,"497,361"
Scott Stevens,,,93
Scott Thompson,,,4
Scott Waldman/Lido Beach,,,"497,361"
Scout Durwood,,,0
Scream,,,37
Screaming Females,,,312
Scritti Politti,,,86
Scruffpupple,,,"497,361"
Scruffy Pearls,,,5
Scuba (DJ),,,"497,361"
Scumfuck,,,14
Sea Lion,,,6
SEA MOYA,,,"497,361"
Seaforth,,,53
Seahaven,,,"1,457"
Sean Ardoin,,,0
Sean Curran,,,52
Sean Lennon,,,965
Sean Na Na,,,4
Sean O'Connor,,,5
Sean Stemaly,,,32
Sean Watkins,,,56
Seann Walsh,,,0
Seaton Smith,,,4
Seb Wildblood,,,10
Sebastian,,,308
Sebastian Mikael,,,247
Sebastian Mullaert,,,10
Sebastian Paul,,,22
Sebastien Tellier,,,"497,361"
Second Death,,,"497,361"
Secret Eyes,,,"497,361"
Secret Keepers Club,,,"497,361"
Secret Walls,,,"497,361"
Seeyousoon,,,2
Seinabo Sey,,,371
Sekai No Owari,,,"497,361"
Selena Gomez,,,"497,361"
Semisonic,,,"1,151"
Sen Morimoto,,,13
Send Request,,,23
Sensational Sixties and Seventies Show,,,"497,361"
Sentimental Rave,,,0
September Mourning,,,190
Sepultura,,,"3,886"
Sequoyah Murray,,,0
SERA CAHOONE,,,"497,361"
Seramic,,,11
Serena Maneesh,,,"497,361"
Serena McKinney,,,"497,361"
Serena Williams,,,12
Serena-Maneesh,,,2
Serge Devant,,,107
SERGIO DIAS,,,"497,361"
Serj Tankian,,,"2,627"
Serpentfoot,,,0
Serpentwithfeet,,,75
Service,,,1
Sesame Street Live - C is for Celebration,,,"497,361"
SESSA,,,"497,361"
Set To Stun,,,"497,361"
Seth Troxler,,,318
Seun Kuti & Egypt '80,,,"497,361"
Seungyeon Son,,,"497,361"
Sevana,,,20
Sevyn Streeter,,,"3,303"
Sex Pistols,,,"2,753"
Sextile,,,38
Sexy Dex And The Fresh,,,"497,361"
SG Goodman,,,"497,361"
Shabaka & The Ancestors,,,"497,361"
Shabazz Palaces,,,267
Shades,,,62
Shadient,,,19
Shadow Project,,,23
Shady Bug,,,2
Shady Nasty,,,3
Shady Recruits,,,"497,361"
SHAI MAESTRO,,,"497,361"
"Shalamar (feat. Howard Hewett, Jeffrey Daniel, Carolyn Griffey)",,,"497,361"
Shaman's Harvest,,,771
Shana Cleveland,,,5
Shane,,,308
Shane & Shane,,,"1,294"
Shane Harper,,,"1,672"
Shane Todd,,,"497,361"
Shane Torres,,,7
Shanice Wilson,,,5
Shannen James,,,0
Shannen Moser,,,6
Shannon Curfman,,,43
Shannon Lay,,,3
Shannon Whitworth,,,33
Shanti Celeste,,,3
Shapel Lacey,,,"497,361"
Sharp Shock,,,10
Sharptooth,,,"497,361"
Shaun Escoffery,,,21
Shaun Frank,,,252
Shaun Ross,,,2
Shaw / Blades,,,3
Shawn Hook,,,213
Shawn Patterson,,,9
Shawn Wasabi,,,161
Shawna Thompson,,,0
Shayne Louis Smith,,,"497,361"
Shayne Smith,,,6
She Must Burn,,,106
She Returns From War,,,9
Shearwater,,,108
Sheck Wes,,,920
Shed,,,14
Shelby Lynne and Allison Moorer,,,7
Sheng Wang,,,0
Shenseea,,,73
Sherelle,,,"497,361"
Sherie Rene Scott,,,"497,361"
Sherri Shepherd,,,1
Sherry Cola,,,"497,361"
Sherwin Linton,,,1
Shey Baba,,,"497,361"
SHIDA SHAHABI,,,"497,361"
Shield,,,14
Shift K3Y,,,113
Shinee,,,"497,361"
SHINTARO SAKAMOTO,,,"497,361"
Ship Wrek,,,67
Shirley Ballas,,,"497,361"
Shitfucker,,,10
Shlohmo,,,718
Sho Madjozi,,,"497,361"
Shoffy,,,177
Shotgun Messiah,,,67
Shout Out Louds,,,342
Showtek,,,"2,140"
Shrimp Boys,,,"497,361"
Shy Carter,,,82
Sia,,,"15,100"
Sick Puppies,,,"7,278"
Siddhartha Khosla,,,0
Side Hustle,,,10
Side Stories,,,"497,361"
Sideline,,,49
Sidepiece,,,"497,361"
Sidewalk Chalk,,,29
Sidney Gish,,,85
Sierra,,,69
Sierra Ferrell,,,20
Siete Catorce,,,1
Sigil,,,6
Sigur Rós,,,"497,361"
Siiga,,,1
Sikdope,,,392
Silk City,,,38
Silvana Estrada,,,16
Silver Apples,,,59
Silver Sphere,,,24
Silver Synthetic,,,"497,361"
Silver Talon,,,1
Silverbacks,,,3
Simon & Garfunkel,,,"5,970"
Simon Gibson,,,"497,361"
Simon Kirke,,,6
Simon Townshend,,,11
Simon Webbe,,,26
Simplified,,,385
Simply Red,,,"1,050"
Simpson,,,"497,361"
Simrit,,,130
Sin Shake Sin,,,8
Sincere Engineer,,,55
Sindhu Vee,,,"497,361"
Sinead Harnett,,,445
Sinead O’Brien,,,"497,361"
Sink The Pink,,,0
Siobhan Bell,,,"497,361"
Sion,,,"497,361"
Siouxsie,,,"497,361"
SiR (Rap / HipHop),,,"497,361"
Sir Michael Rocks,,,338
Sir Richard Bishop,,,13
Sir Rosevelt,,,131
Sir The Baptist,,,"497,361"
Sirens of Magic,,,"497,361"
Sirus Hood,,,19
Sisqo,,,"497,361"
Sister Sledge,,,369
Sisters United: It's Our Time,,,"497,361"
Sita Abellan,,,"497,361"
Sitting On Stacy,,,6
Sixx:A.M.,,,"497,361"
Siya,,,267
Skäld,,,"497,361"
Skarlett Riot,,,42
Skeletal Family,,,51
Skeleton,,,4
Skepsis,,,39
Skin On Skin,,,"497,361"
Skinny Puppy,,,"1,317"
Skinnyfromthe9,,,62
Skint & Demoralised,,,3
Skip Marley,,,248
Sklar Brothers,,,2
Skooly,,,134
Skream,,,"1,055"
Skull,,,"497,361"
Skullcrusher,,,10
Skunk Records 25th Anniversary Live On Stage,,,"497,361"
Sky,,,"497,361"
Sky Harbor,,,444
Skye And Ross,,,"497,361"
Skye Wallace,,,3
Skylar Stecker,,,119
Slam Dunk'd,,,0
Slaughter & The Dogs,,,"497,361"
Slaughter Beach Dog,,,"497,361"
Slaves On Dope,,,"497,361"
Sleep In.,,,36
Sleep Token,,,103
Sleep Waker,,,76
Sleepwave,,,712
SLEEPY SUN,,,136
Slim,,,86
Sloan Peterson,,,5
Slobberbone,,,82
Slooze,,,1
Slough Feg,,,28
Slow Dancer,,,11
Slow Southern Steel,,,"497,361"
Slowdive,,,735
Slowthai,,,32
SLUGGO,,,"497,361"
Slum Village X Abstract Orchestra,,,"497,361"
Slumberjack,,,214
SLY5THAVE,,,"497,361"
Small Black,,,406
Small Island Big Song,,,"497,361"
Smartbomb,,,7
Smash Into Pieces,,,42
Smash Mouth,,,"2,786"
Smiler,,,19
Smiles Davis,,,0
Smith & Thell,,,49
Smithfield,,,92
Smle,,,"497,361"
Smokey Brights,,,15
Smokey Robotic,,,8
Smoothboi Ezra,,,4
Smosh,,,"497,361"
Smrtdeath,,,"497,361"
SMTOWN Live,,,"497,361"
Snafu,,,99
Snapcase,,,234
Snot,,,249
Snow,,,237
So Solid Crew,,,11
"So Soon, The Truth",,,4
Social House,,,410
Sodom,,,706
Sofia Bolt,,,3
Sofia Carson,,,199
Sofia Kourtesis,,,1
Sofía Rei,,,"497,361"
Sofía Valdés,,,"497,361"
Sofia Wylie,,,"497,361"
Softest Hard,,,10
Sohn,,,620
Soil,,,"1,030"
Sol Ruiz and The Tribu,,,"497,361"
Sol3 Mio,,,"497,361"
Solange,,,"3,119"
Solar,,,18
Solas,,,66
Soleima,,,9
Solence,,,"497,361"
Solomon Georgio,,,0
Solomun,,,"497,361"
Solstafir,,,"497,361"
SOLTAN,,,"497,361"
Sombear,,,56
somegirlnamedanna,,,1
Sommore,,,8
Somnium Sound,,,18
SON LUX,,,"497,361"
SONDRE LERCHE,,,"497,361"
Song Exploder,,,5
Sonia,,,19
Sonia Denis,,,"497,361"
Sonic Blume,,,3
Sonic Youth,,,"3,044"
Sonny Fodera,,,144
Sonny Rollins,,,170
Sons of Raphael,,,0
Sophia Boro,,,"497,361"
Sophia Messa,,,2
Sophie Beem,,,22
Sophie Buddle,,,"497,361"
Sophie Ellis-Bextor,,,198
Sophie Evans,,,1
Sorcerer,,,161
Soren Bryce,,,19
Sorrow,,,53
SOSA,,,"497,361"
SOSUPERSAM,,,"497,361"
Soul Appeal Feat. Michael Lington & Kenny Lattimore,,,"497,361"
Soulja Boy,,,3
Soulside,,,18
Souly Had,,,100
SOUND RUSH,,,"497,361"
South Hill Banks,,,3
Southern Thunder,,,8
Space & Harmony,,,4
SpaceAcre,,,"497,361"
Spacey Jane,,,16
Spain,,,19
Spandau Ballet,,,627
Spanish Harlem Orchestra,,,58
Sparkle City,,,"497,361"
Speak The Truth,,,"497,361"
Special Ed,,,95
Special Ed & The Musically Challenged,,,"497,361"
Special Request feat. Rey T.,,,"497,361"
Spectral Voice,,,38
Speelburg,,,8
Spellling,,,"497,361"
Spencer Barnett,,,9
Spencer Crandall,,,98
Spider Bags,,,17
Spill Tab,,,"497,361"
Spillage Village,,,"497,361"
Spinderella,,,2
Spineshank,,,490
Spirit Of The Beehive,,,"497,361"
Spirit Possession,,,"497,361"
Spiritual Rez,,,362
Spite,,,476
Spookyland,,,0
Spor,,,265
Sports Team,,,17
Spring Heeled Jack USA,,,22
Squid,,,26
Sry,,,"497,361"
St. Germain,,,159
St. Lundi,,,"497,361"
Stabbing Westward,,,882
Stafford Brothers,,,272
Staind,,,"12,207"
Stalking Gia,,,70
Stan Genius,,,"497,361"
Stanley Jordan Plays Jimi,,,"497,361"
Star Parks,,,7
Stargate,,,101
Starley,,,367
Stars & Stripes,,,17
Stars From The Illusionists,,,"497,361"
STARX,,,"497,361"
Stas Thee Boss,,,"497,361"
Stassi Schroeder,,,"497,361"
State Radio,,,605
Static Dress,,,18
Static Summer,,,10
Staticland,,,5
Statiqbloom,,,"497,361"
Stavros Halkias,,,4
Stavroz,,,32
StaySolidRocky,,,"497,361"
Steeleye Span,,,41
Steelism,,,13
Stefan James,,,6
Steffi,,,15
Stelartronic,,,1
Stella Parton,,,40
Stephan Bodzin,,,147
Stephan Jenkins,,,19
STEPHANIE,,,"497,361"
Stephanie Beatriz,,,"497,361"
Stephanie J. Block,,,53
Stephen Pearcy,,,100
Stephen Sanchez,,,"497,361"
Stephen Stills and Judy Collins,,,0
Stephie James,,,2
Stephin Merritt,,,37
Stevan,,,11
Steve,,,"497,361"
Steve DeAngelo,,,"497,361"
Steve Harley & Cockney Rebel,,,8
Steve Harvey,,,67
Steve Ignorant,,,13
Steve James (DJ),,,"497,361"
Steve Katz,,,2
Steve Lemme,,,0
Steve Lukather,,,269
Steve Rannazzisi,,,93
Steve Spangler,,,"497,361"
Steve Stevens,,,216
Steve Vai,,,"2,794"
Steven Adler,,,277
Steven C,,,3
Steven Lee Olsen,,,113
Steven Moses,,,"497,361"
Steven Seagal & Thunderbox,,,"497,361"
Steven Severin,,,9
Steven Spence,,,76
Stevie Jackson,,,3
Stevie Nicks,,,"8,068"
Stevie Redstone,,,9
Stewart Copeland: The Police Deranged,,,"497,361"
Stimming,,,57
Stinking Lizaveta,,,22
Stockholm Syndrome,,,36
Stokley Williams,,,59
Stone Senate,,,29
Stonebwoy,,,"497,361"
Stoned Jesus,,,124
STONED LEVEL,,,"497,361"
Stööki Sound,,,300
Stoop Kids,,,"497,361"
Storme Warren,,,3
Street Sects,,,57
Streeter Seidell,,,"497,361"
STRFKR,,,"2,588"
Strike Anywhere,,,299
Stromae,,,"1,473"
Strunz & Farah,,,104
STYLES & COMPLETE,,,"497,361"
Stylust Beats,,,"497,361"
Suave The Don,,,"497,361"
